"Year","Disease","Number","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Avg_case","Med_case","Above_Avg","Above_Med"
2009,"Lyme Disease - Confirmed",12,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,68.9230769230769,35,"No","No"
2009,"Lyme Disease - Probable",5,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,54,17,"No","No"
2009,"Lymphogranuloma Venereum",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.153846153846154,0,"No","No"
2009,"Malaria",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,3.07692307692308,3,"No","No"
2009,"Meningitis - Bacterial",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,1.84615384615385,2,"Yes","No"
2009,"Meningitis - Viral",6,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,10.8461538461538,6,"No","No"
2009,"Meningococcal Disease Invasive",4,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,3.92307692307692,4,"Yes","No"
2009,"Methicillin Resistant Staphylococcus Aureus",888,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,784.769230769231,838,"Yes","Yes"
2009,"Mumps",1,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,51.4615384615385,2,"No","No"
2009,"Pertussis",18,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,30.9230769230769,22,"No","No"
2009,"Pneumococcal Disease Invasive",20,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,41.6923076923077,49,"No","No"
2009,"Q-Fever",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,3,2,"No","No"
2009,"Rubella",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Salmonellosis",94,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,146.076923076923,145,"No","No"
2009,"Shellfish Poisoning",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Shigellosis",11,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,8.92307692307692,10,"Yes","Yes"
2009,"Syphilis - Infectious",22,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,30.2307692307692,22,"No","No"
2009,"Syphilis - Non-Infectious or Stage Pending",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,13.7692307692308,10,"No","No"
2009,"Tetanus",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.0769230769230769,0,"No","No"
2009,"Toxoplasmosis",3,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,1.38461538461538,1,"Yes","Yes"
2009,"Tuberculosis",7,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,7.15384615384615,8,"No","No"
2009,"Typhoid",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,1,1,"No","No"
2009,"Vancomycin Resistant Enterococcus",10,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,30.3076923076923,18,"No","No"
2009,"Verotoxigenic E.coli",5,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,12.8461538461538,14,"No","No"
2009,"West Nile Virus",0,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,0.230769230769231,0,"No","No"
2009,"Yersiniosis",2,6.72,1.95,0.19,19.71,1.9,-4.99,1.84,17.47,4.78,56.2,106.96,1.96,105.29,8.99,10.49,104.29,10.06,90.4,327.4,8.08,2.46153846153846,2,"No","No"
2010,"Acquired Immune Deficiency Syndrome",5,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,3.76923076923077,3,"Yes","Yes"
2010,"Acute Flaccid Paralysis",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Amebiasis",7,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,5.76923076923077,6,"Yes","Yes"
2010,"Botulism",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Campylobacteriosis",151,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,158.307692307692,159,"No","No"
2010,"Chlamydia",2230,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,2343.53846153846,2466,"No","No"
2010,"Clostridium difficile",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,337.230769230769,0,"No","No"
2010,"Creutzfeldt-Jakob Disease - Classic",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,1.38461538461538,1,"No","No"
2010,"Cryptosporidiosis",21,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,19.3076923076923,18,"Yes","Yes"
2010,"Cyclosporiasis",2,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,1.53846153846154,2,"Yes","No"
2010,"Encephalitis - Viral",1,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.923076923076923,1,"Yes","No"
2010,"Giardiasis",68,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,89.4615384615385,93,"No","No"
2010,"Gonorrhea",100,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,126.153846153846,113,"No","No"
2010,"Group A Streptococcal Disease Invasive",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,6.38461538461539,0,"No","No"
2010,"Group A Streptococcal Disease Invasive -> Severe",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,6.30769230769231,7,"No","No"
2010,"Group A Streptococcal Disease Invasive -> non-Severe",12,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,9.92307692307692,12,"Yes","No"
2010,"Group B Streptococcal Disease of the Newborn",6,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,2.15384615384615,2,"Yes","Yes"
2010,"Haemophilus influenzae Type b Invasive Disease",1,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.538461538461538,1,"Yes","No"
2010,"Hepatitis A",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,4.76923076923077,3,"No","No"
2010,"Hepatitis B - Acute",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,6,6,"No","No"
2010,"Hepatitis B - Chronic",15,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,9.61538461538461,11,"Yes","Yes"
2010,"Hepatitis B - Chronic or Unspecified",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,6.30769230769231,0,"No","No"
2010,"Hepatitis C",299,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,275.153846153846,281,"Yes","Yes"
2010,"Hepatitis E",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Human Immunodeficiency Virus",15,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,17.0769230769231,17,"No","No"
2010,"Legionellosis",1,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,2.15384615384615,1,"No","No"
2010,"Listeriosis - Invasive",9,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,5.23076923076923,5,"Yes","Yes"
2010,"Lyme Disease - Confirmed",13,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,68.9230769230769,35,"No","No"
2010,"Lyme Disease - Probable",4,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,54,17,"No","No"
2010,"Lymphogranuloma Venereum",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.153846153846154,0,"No","No"
2010,"Malaria",5,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,3.07692307692308,3,"Yes","Yes"
2010,"Meningitis - Bacterial",2,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,1.84615384615385,2,"Yes","No"
2010,"Meningitis - Viral",2,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,10.8461538461538,6,"No","No"
2010,"Meningococcal Disease Invasive",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,3.92307692307692,4,"No","No"
2010,"Methicillin Resistant Staphylococcus Aureus",917,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,784.769230769231,838,"Yes","Yes"
2010,"Mumps",1,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,51.4615384615385,2,"No","No"
2010,"Pertussis",6,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,30.9230769230769,22,"No","No"
2010,"Pneumococcal Disease Invasive",35,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,41.6923076923077,49,"No","No"
2010,"Q-Fever",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,3,2,"No","Yes"
2010,"Rubella",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Salmonellosis",145,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,146.076923076923,145,"No","No"
2010,"Shellfish Poisoning",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Shigellosis",11,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,8.92307692307692,10,"Yes","Yes"
2010,"Syphilis - Infectious",20,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,30.2307692307692,22,"No","No"
2010,"Syphilis - Non-Infectious or Stage Pending",8,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,13.7692307692308,10,"No","No"
2010,"Tetanus",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.0769230769230769,0,"No","No"
2010,"Toxoplasmosis",1,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,1.38461538461538,1,"No","No"
2010,"Tuberculosis",10,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,7.15384615384615,8,"Yes","Yes"
2010,"Typhoid",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,1,1,"Yes","Yes"
2010,"Vancomycin Resistant Enterococcus",8,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,30.3076923076923,18,"No","No"
2010,"Verotoxigenic E.coli",14,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,12.8461538461538,14,"Yes","No"
2010,"West Nile Virus",0,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,0.230769230769231,0,"No","No"
2010,"Yersiniosis",3,8.04,2.08,1.69,20.48,2.01,-3.08,1.96,12.41,5.18,49.71,108.04,2.45,111.2,4.22,10.12,104.29,10.06,105,292.86,10.83,2.46153846153846,2,"Yes","Yes"
2011,"Acquired Immune Deficiency Syndrome",4,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,3.76923076923077,3,"Yes","Yes"
2011,"Acute Flaccid Paralysis",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.0769230769230769,0,"No","No"
2011,"Amebiasis",8,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,5.76923076923077,6,"Yes","Yes"
2011,"Botulism",1,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.0769230769230769,0,"Yes","Yes"
2011,"Campylobacteriosis",185,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,158.307692307692,159,"Yes","Yes"
2011,"Chlamydia",2478,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,2343.53846153846,2466,"Yes","Yes"
2011,"Clostridium difficile",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,337.230769230769,0,"No","No"
2011,"Creutzfeldt-Jakob Disease - Classic",2,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,1.38461538461538,1,"Yes","Yes"
2011,"Cryptosporidiosis",12,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,19.3076923076923,18,"No","No"
2011,"Cyclosporiasis",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,1.53846153846154,2,"No","No"
2011,"Encephalitis - Viral",2,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.923076923076923,1,"Yes","Yes"
2011,"Giardiasis",66,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,89.4615384615385,93,"No","No"
2011,"Gonorrhea",102,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,126.153846153846,113,"No","No"
2011,"Group A Streptococcal Disease Invasive",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,6.38461538461539,0,"No","No"
2011,"Group A Streptococcal Disease Invasive -> Severe",13,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,6.30769230769231,7,"Yes","Yes"
2011,"Group A Streptococcal Disease Invasive -> non-Severe",11,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,9.92307692307692,12,"Yes","No"
2011,"Group B Streptococcal Disease of the Newborn",3,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,2.15384615384615,2,"Yes","Yes"
2011,"Haemophilus influenzae Type b Invasive Disease",1,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.538461538461538,1,"Yes","No"
2011,"Hepatitis A",4,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,4.76923076923077,3,"No","Yes"
2011,"Hepatitis B - Acute",4,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,6,6,"No","No"
2011,"Hepatitis B - Chronic",11,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,9.61538461538461,11,"Yes","No"
2011,"Hepatitis B - Chronic or Unspecified",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,6.30769230769231,0,"No","No"
2011,"Hepatitis C",209,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,275.153846153846,281,"No","No"
2011,"Hepatitis E",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.0769230769230769,0,"No","No"
2011,"Human Immunodeficiency Virus",15,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,17.0769230769231,17,"No","No"
2011,"Legionellosis",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,2.15384615384615,1,"No","No"
2011,"Listeriosis - Invasive",6,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,5.23076923076923,5,"Yes","Yes"
2011,"Lyme Disease - Confirmed",35,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,68.9230769230769,35,"No","No"
2011,"Lyme Disease - Probable",22,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,54,17,"No","Yes"
2011,"Lymphogranuloma Venereum",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.153846153846154,0,"No","No"
2011,"Malaria",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,3.07692307692308,3,"No","No"
2011,"Meningitis - Bacterial",2,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,1.84615384615385,2,"Yes","No"
2011,"Meningitis - Viral",11,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,10.8461538461538,6,"Yes","Yes"
2011,"Meningococcal Disease Invasive",3,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,3.92307692307692,4,"No","No"
2011,"Methicillin Resistant Staphylococcus Aureus",840,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,784.769230769231,838,"Yes","Yes"
2011,"Mumps",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,51.4615384615385,2,"No","No"
2011,"Pertussis",3,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,30.9230769230769,22,"No","No"
2011,"Pneumococcal Disease Invasive",51,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,41.6923076923077,49,"Yes","Yes"
2011,"Q-Fever",2,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,3,2,"No","No"
2011,"Rubella",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.0769230769230769,0,"No","No"
2011,"Salmonellosis",170,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,146.076923076923,145,"Yes","Yes"
2011,"Shellfish Poisoning",0,7.99,2.52,1.1,19.79,2.31,-3.34,2.3,12.04,2.97,62.38,116.22,2.23,120.86,5.84,10.52,124.89,0.03,97.06,283.61,7.14,0.0769230769230769,0,"No","No"
